Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Durations of Dutch job vacancies,De Economist,,137.0,3,10.1007/BF02115697,J. C. van Ours,1989,http://link.springer.com/article/10.1007/BF02115697,Article
Social science in Supreme Court criminal cases and briefs,Law and Human Behavior,,14.0,1,10.1007/BF01055787,James R. Acker,1990,http://link.springer.com/article/10.1007/BF01055787,Article
A study of administrative expertise in participant performance on the NASSP assessment center,Journal of Personnel Evaluation in Education,,3.0,4,10.1007/BF00126782,Miles T. Bryant,1990,http://link.springer.com/article/10.1007/BF00126782,Article
The moral reasoning of juvenile delinquents: A meta-analysis,Journal of Abnormal Child Psychology,,18.0,3,10.1007/BF00916562,J. Ron NelsonDeborah J. SmithJohn Dodd,1990,http://link.springer.com/article/10.1007/BF00916562,Article
The impact of methodological factors on child psychotherapy outcome research: A meta-analysis for researchers,Journal of Abnormal Child Psychology,,18.0,6,10.1007/BF01342752,Bahr WeissJohn R. Weisz,1990,http://link.springer.com/article/10.1007/BF01342752,Article
Changes in information as a function of a culturally appropriate smoking cessation community intervention for Hispanics,American Journal of Community Psychology,,18.0,6,10.1007/BF00938067,Gerardo MarínBarbara V. MarínEliseo J. Pérez-StableFabio SabogalRegina Otero-Sabogal,1990,http://link.springer.com/article/10.1007/BF00938067,Article
Retrospective studies of left atrial thrombus,Journal of General Internal Medicine,,6.0,2,10.1007/BF02598320,"David J. Ballard MD, PhD",1991,http://link.springer.com/article/10.1007/BF02598320,Article
Common American Football Injuries,Sports Medicine,,12.0,2,10.2165/00007256-199112020-00005,Dr Jeffrey A. Saal,1991,http://link.springer.com/article/10.2165/00007256-199112020-00005,Article
An analog circuit design environment based on cooperating blackboard systems,Applied Intelligence,,1.0,3,10.1007/BF00118996,Klaus Milzner,1991,http://link.springer.com/article/10.1007/BF00118996,Article
National parks and nature reserves in mountain environments and development,GeoJournal,,27.0,1,10.1007/BF00150642,James W. ThorsellJeremy Harrison,1992,http://link.springer.com/article/10.1007/BF00150642,Article
Quitting smoking,Journal of General Internal Medicine,,7.0,4,10.1007/BF02599155,"Ms. Carol L. Duncan RD, MPH, Ms.Steven R. Cummings MDEsther Sid Hudes PhD, MPHElaine Zahnd PhDThomas J. Coates PhD",1992,http://link.springer.com/article/10.1007/BF02599155,Article
Courseware reviews,Computers and the Humanities,,27.0,1,10.1007/BF01830719,Stephen R. ReimerRichard J. CroninJudith E. BossMicheline RotblutClea Rameh,1993,http://link.springer.com/article/10.1007/BF01830719,Article
A hybrid energy-dissipation device for intelligent buildings,Experimental Mechanics,,33.0,1,10.1007/BF02322544,H. M. UrasH. M. Aktan,1993,http://link.springer.com/article/10.1007/BF02322544,Article
Prophylaxis and Treatment of Stroke,Drugs,,45.0,3,10.2165/00003495-199345030-00002,Dr Cathy A. Sila,1993,http://link.springer.com/article/10.2165/00003495-199345030-00002,Article
Social control and social contract in networking,Computer Supported Cooperative Work,,2.0,1 - 2,10.1007/BF00749285,H. K. KleinPhilip Kraft,1993,http://link.springer.com/article/10.1007/BF00749285,Article
Book reviews,Man and World,,26.0,2,10.1007/BF01273201,Stephen H. DanielMichael LittlefordGary ShapiroPaul Fairfield,1993,http://link.springer.com/article/10.1007/BF01273201,Article
"A multicriteria model for the location of solid waste transfer stations: The case of Ashdod, Israel",GeoJournal,,29.0,4,10.1007/BF00807540,Yitzhak GilAharon Kellerman,1993,http://link.springer.com/article/10.1007/BF00807540,Article
A contingency perspective on effective prototyping,Journal of Information Technology,,8.0,2,10.1057/jit.1993.14,Oscar Gutierrez,1993,http://link.springer.com/article/10.1057/jit.1993.14,Article
"Abstracts of scientific papers third annual meeting of the society for technology in anesthesia February 17–19, 1993",Journal of Clinical Monitoring,,9.0,3,10.1007/BF01617038,,1993,http://link.springer.com/article/10.1007/BF01617038,Article
On measuring ethical judgments,Journal of Business Ethics,,12.0,7,10.1007/BF00872376,Robert SkipperMichael R. Hyman,1993,http://link.springer.com/article/10.1007/BF00872376,Article
Surgery for herniated lumbar discs,Journal of General Internal Medicine,,8.0,9,10.1007/BF02600110,"Dr. Richard M. Hoffman MD, MPHKimberly J. Wheeler MSDr. Richard A. Deyo MD, MPH",1993,http://link.springer.com/article/10.1007/BF02600110,Article
1994 TMS Annual Meeting Program,JOM,,45.0,12,10.1007/BF03222527,,1993,http://link.springer.com/article/10.1007/BF03222527,Article
"Scalable, parallel computers: Alternatives, issues, and challenges",International Journal of Parallel Programming,,22.0,1,10.1007/BF02577791,Gordon Bell,1994,http://link.springer.com/article/10.1007/BF02577791,Article
"Conceptualizations, measurement, and effects of prenatal maternal stress on birth outcomes",Journal of Behavioral Medicine,,17.0,3,10.1007/BF01857952,Marci Lobel,1994,http://link.springer.com/article/10.1007/BF01857952,Article
Monetary incentives and environmental concern. Effects of a differentiated garbage fee,Journal of Consumer Policy,,17.0,4,10.1007/BF01022912,John ThØgersen,1994,http://link.springer.com/article/10.1007/BF01022912,Article
Conditional reasoning and conditional logic,Philosophical Studies,,76.0,2 - 3,10.1007/BF00989827,William G. Lycan,1994,http://link.springer.com/article/10.1007/BF00989827,Article
Behavioral medicine abstracts,Annals of Behavioral Medicine,,17.0,1,10.1007/BF02888806,,1995,http://link.springer.com/article/10.1007/BF02888806,Article
Self-interests and group-interests in employee involvement programs: A case study,Journal of Labor Research,,16.0,1,10.1007/BF02685713,Denis Collins,1995,http://link.springer.com/article/10.1007/BF02685713,Article
VLISP: A verified implementation of Scheme,LISP and Symbolic Computation,,8.0,1 - 2,10.1007/BF01128406,Joshua D. GuttmanJohn D. RamsdellMitchell Wand,1995,http://link.springer.com/article/10.1007/BF01128406,Article
Aboriginal women's healing lodge: Challenge to penal correctionalism?,The journal of Human Justice,,6.0,2,10.1007/BF02585445,Karlene Falth,1995,http://link.springer.com/article/10.1007/BF02585445,Article
Managing fire risk onboard offshore platforms: Lessons from Piper Alpha and probabilistic assessment of risk reduction measures,Fire Technology,,31.0,2,10.1007/BF01040708,Elisabeth Paté-Cornell,1995,http://link.springer.com/article/10.1007/BF01040708,Article
A randomized trial of the effects of pharmacist intervention on the cost of antiemetic therapy with ondansetron,Supportive Care in Cancer,,3.0,3,10.1007/BF00368888,G. DranitsarisD. WarrA. Puodziunas,1995,http://link.springer.com/article/10.1007/BF00368888,Article
Diagnostic expert systems for defects in forged parts,Journal of Intelligent Manufacturing,,6.0,3,10.1007/BF00171445,Shinichiro FujikawaKosuke Ishii,1995,http://link.springer.com/article/10.1007/BF00171445,Article
Measuring attitudes to science: Unidimensionality and internal consistency revisited,Research in Science Education,,25.0,3,10.1007/BF02357402,Dr Paul L. Gardner,1995,http://link.springer.com/article/10.1007/BF02357402,Article
"Levels of contaminants in effluent, sediment, and biota from Bai Bang, a bleached kraft pulp and paper mill in Vietnam",Archives of Environmental Contamination and Toxicology,,29.0,4,10.1007/BF00208381,N. T. Kim OanhB. -E. BengtssonL. ReutergårdhP. -A. BergqvistP. -Å. HynningM. Remberger,1995,http://link.springer.com/article/10.1007/BF00208381,Article
Understanding of consumer behaviour as a prerequisite for environmental protection,Journal of Consumer Policy,,18.0,4,10.1007/BF01024160,Folke ölanderJohn ThØgersen,1995,http://link.springer.com/article/10.1007/BF01024160,Article
Phonological spelling errors in the writing of dyslexic adolescents,Reading and Writing,,8.0,1,10.1007/BF00423928,Louisa C. Moats,1996,http://link.springer.com/article/10.1007/BF00423928,Article
Measures of effect size,"Behavior Research Methods, Instruments, & Computers",,28.0,1,10.3758/BF03203631,John T. E. Richardson,1996,http://link.springer.com/article/10.3758/BF03203631,Article
The Effects of Acute and Chronic Exercise on Sleep,Sports Medicine,,21.0,4,10.2165/00007256-199621040-00004,Dr Karla A. KubitzDaniel M. LandersSteven J. PetruzzelloMyungwoo Han,1996,http://link.springer.com/article/10.2165/00007256-199621040-00004,Article
"Spillovers, integrated production and the theory of the firm",Journal of Evolutionary Economics,,6.0,2,10.1007/BF01202590,Gunnar Eliasson,1996,http://link.springer.com/article/10.1007/BF01202590,Article
Cognitive technology: A new deal in human computer interaction,AI & SOCIETY,,10.0,3 - 4,10.1007/BF01174599,Barbara GorayskaJacob Mey,1996,http://link.springer.com/article/10.1007/BF01174599,Article
Abstracts posters,Pharmacy World and Science,,18.0,5,10.1007/BF00458164,,1996,http://link.springer.com/article/10.1007/BF00458164,Article
On representative lake data and management models for lake ecosystems—a discussion of basic concerns,Journal of Aquatic Ecosystem Health,,5.0,4,10.1007/BF00662187,Lars Håkanson,1996,http://link.springer.com/article/10.1007/BF00662187,Article
Social patterns in productive software development organizations,Annals of Software Engineering,,2.0,1,10.1007/BF02063813,Brendan G. CainJames O. CoplienNeil B. Harrison,1996,http://link.springer.com/article/10.1007/BF02063813,Article
An essay on software testing for quality assurance – Editor’s introduction,Annals of Software Engineering,,4.0,1,10.1023/A:1018906509232,Dick Hamlet,1997,http://link.springer.com/article/10.1023/A%3A1018906509232,Article
Gender-Related Differences in Ethical and Social Values of Business Students: Implications for Management,Journal of Business Ethics,,16.0,1,10.1023/A:1017995530951,Patricia L. SmithEllwood F. Oakley III,1997,http://link.springer.com/article/10.1023/A%3A1017995530951,Article
Development of an information model for composites design data,Engineering with Computers,,13.0,1,10.1007/BF01201860,Lisa K. SpainhourWilliam J. Rasdorf,1997,http://link.springer.com/article/10.1007/BF01201860,Article
A Medication Capture and Analysis System for Use in Epidemiology,Drugs & Aging,,10.0,4,10.2165/00002512-199710040-00005,Dr W. Murray Thomson,1997,http://link.springer.com/article/10.2165/00002512-199710040-00005,Article
Design for a fax,Personal Technologies,,1.0,2,10.1007/BF02199215,Harold Thimbleby,1997,http://link.springer.com/article/10.1007/BF02199215,Article
Artificial Intelligence and Software Engineering: Breaking the Toy Mold,Automated Software Engineering,,4.0,3,10.1023/A:1008662625094,Christopher A. WeltyPeter G. Selfridge,1997,http://link.springer.com/article/10.1023/A%3A1008662625094,Article
Putting the Behavior into the Behavior Genetics of Obesity,Behavior Genetics,,27.0,4,10.1023/A:1025648316652,Myles S. FaithSusan L. JohnsonDavid B. Allison,1997,http://link.springer.com/article/10.1023/A%3A1025648316652,Article
Model environments for integration and support,BT Technology Journal,,15.0,3,10.1023/A:1018690203708,R P Jones,1997,http://link.springer.com/article/10.1023/A%3A1018690203708,Article
Lessons From Geriatric Psychiatry in the Long Term Care Setting,Psychiatric Quarterly,,68.0,3,10.1023/A:1025440408223,Joel E. StreimDavid OslinIra R. KatzPatricia A. Parmelee,1997,http://link.springer.com/article/10.1023/A%3A1025440408223,Article
Exercise and its role in the prevention and rehabilitation of cardiovascular disease,Annals of Behavioral Medicine,,19.0,3,10.1007/BF02892287,Todd D. MillerGary J. BaladyGerald F. Fletcher,1997,http://link.springer.com/article/10.1007/BF02892287,Article
Knowledge-Based Learning in Exploratory Science: Learning Rules to Predict Rodent Carcinogenicity,Machine Learning,,30.0,2 - 3,10.1023/A:1007404308006,Yongwon LeeBruce G. BuchananJohn M. Aronis,1998,http://link.springer.com/article/10.1023/A%3A1007404308006,Article
The Superfluid 4He Analog of the RF SQUID,Journal of Low Temperature Physics,,110.0,5 - 6,10.1023/A:1022364200234,K. SchwabN. BrucknerRichard Packard,1998,http://link.springer.com/article/10.1023/A%3A1022364200234,Article
Evolution and future of surface replacement of the hip,Journal of Orthopaedic Science,,3.0,3,10.1007/s007760050038,Harlan C. AmstutzPeter GrigorisFrederick J. Dorey,1998,http://link.springer.com/article/10.1007/s007760050038,Article
Extending Design Environments to Software Architecture Design,Automated Software Engineering,,5.0,3,10.1023/A:1008652607643,Jason E. RobbinsDavid M. HilbertDavid F. Redmiles,1998,http://link.springer.com/article/10.1023/A%3A1008652607643,Article
"The Impact of Vaporware, Reliable Software, Vendor Dependence and Fulfilled Promises on Customers' Perceptions/Experiences and Vendor Reputation",Software Quality Journal,,7.0,2,10.1023/A:1008816910677,Franz D. GarsombkeH. Perrin Garsombke,1998,http://link.springer.com/article/10.1023/A%3A1008816910677,Article
Software quality by administration,Software Quality Journal,,7.0,3 - 4,10.1023/A:1008983306860,Peter Middleton,1998,http://link.springer.com/article/10.1023/A%3A1008983306860,Article
A Fuzzy Approach to Accessing Accident Databases,Applied Intelligence,,9.0,2,10.1023/A:1008263918762,P.W.H. ChungM. Jefferson,1998,http://link.springer.com/article/10.1023/A%3A1008263918762,Article
Performance monitoring of university research,Tertiary Education and Management,,4.0,3,10.1007/BF02679410,Jeanette Baird,1998,http://link.springer.com/article/10.1007/BF02679410,Article
"The relationship among highway geometrics, traffic-related elements and motor-vehicle accident frequencies",Transportation,,25.0,4,10.1023/A:1005095725001,John MiltonFred Mannering,1998,http://link.springer.com/article/10.1023/A%3A1005095725001,Article
The Matching of Facial Expressions by Deaf and Hearing Children and Their Production and Comprehension of Emotion Labels,Motivation and Emotion,,22.0,4,10.1023/A:1021352323157,J. A. HosieC. D. GrayP. A. RussellC. ScottN. Hunter,1998,http://link.springer.com/article/10.1023/A%3A1021352323157,Article
Women‘s land rights in Gambian irrigated rice schemes: Constraints and opportunities,Agriculture and Human Values,,15.0,4,10.1023/A:1007580801416,Judith A. Carney,1998,http://link.springer.com/article/10.1023/A%3A1007580801416,Article
Improving reliability of large software systems,Annals of Software Engineering,,8.0,1 - 4,10.1023/A:1018971212809,Christof EbertThomas LiedtkeEkkehard Baisch,1999,http://link.springer.com/article/10.1023/A%3A1018971212809,Article
Detecting deviations from metronomic timing in music: Effects of perceptual structure on the mental timekeeper,Perception & Psychophysics,,61.0,3,10.3758/BF03211971,Bruno H. Repp,1999,http://link.springer.com/article/10.3758/BF03211971,Article
Intelligent Analysis and Off-Line Debugging of VLSI Device Test Programs,Journal of Electronic Testing,,14.0,3,10.1023/A:1008318421537,Yuhai MaWanchun Shi,1999,http://link.springer.com/article/10.1023/A%3A1008318421537,Article
Investigation of the Failure of a Concrete-Lined Steel Pipe,Geotechnical & Geological Engineering,,17.0,2,10.1023/A:1008913408452,M. TalesnickR. Baker,1999,http://link.springer.com/article/10.1023/A%3A1008913408452,Article
Commentary: Mute Passive Objects?,International Journal of Historical Archaeology,,3.0,2,10.1023/A:1021901817977,Matthew Johnson,1999,http://link.springer.com/article/10.1023/A%3A1021901817977,Article
The Effects of Gender and Career Stage on Ethical Judgment,Journal of Business Ethics,,20.0,4,10.1023/A:1005955501120,William A. WeeksCarlos W. MooreJoseph A. McKinneyJustin G. Longenecker,1999,http://link.springer.com/article/10.1023/A%3A1005955501120,Article
Rapid prototyping versus virtual prototyping in product design and manufacturing,The International Journal of Advanced Manufacturing Technology,,15.0,8,10.1007/s001700050107,C. K. ChuaS. H. TehR. K. L. Gay,1999,http://link.springer.com/article/10.1007/s001700050107,Article
The CtCoq System: Design and Architecture,Formal Aspects of Computing,,11.0,3,10.1007/s001650050049,Yves Bertot,1999,http://link.springer.com/article/10.1007/s001650050049,Article
Colonization and the Commodification of Nature,International Journal of Historical Archaeology,,3.0,3,10.1023/A:1021957902956,Stephen A. Mrozowski,1999,http://link.springer.com/article/10.1023/A%3A1021957902956,Article
Research abstracts,Educational Technology Research and Development,,47.0,3,10.1007/BF02299639,,1999,http://link.springer.com/article/10.1007/BF02299639,Article
Structural analysis of tool-use by tufted capuchins (Cebus apella)  and chimpanzees (Pan troglodytes),Animal Cognition,,2.0,3,10.1007/s100710050034,G. C. Westergaard,1999,http://link.springer.com/article/10.1007/s100710050034,Article
Anchoring and Acquiescence Bias in Measuring Assets in Household Surveys,Journal of Risk and Uncertainty,,19.0,1 - 3,10.1023/A:1007819225602,Michael D. Hurd,1999,http://link.springer.com/article/10.1023/A%3A1007819225602,Article
A Nitpick Analysis of Mobile IPv6,Formal Aspects of Computing,,11.0,6,10.1007/s001659970001,Daniel JacksonYu-Chung NgJeannette Wing,1999,http://link.springer.com/article/10.1007/s001659970001,Article
"Society of general internal medicine 23rd annual meeting Boston, Massachusetts May 4–6, 2000 abstracts",Journal of General Internal Medicine,,15.0,1,10.1007/s11606-000-0019-1,,2000,http://link.springer.com/article/10.1007/s11606-000-0019-1,Article
A knowledge-based approach for handling exceptions in business processes,Information Technology and Management,,1.0,3,10.1023/A:1019116823502,Chrysanthos DellarocasMark Klein,2000,http://link.springer.com/article/10.1023/A%3A1019116823502,Article
Midshipmen Learn Materials Failure Analysis and Prevention through Hands-On Lab in Course Elective,MRS Bulletin,,25.0,1,10.1557/S0883769400065088,Angela L. Moran,2000,http://link.springer.com/article/10.1557/S0883769400065088,Article
An Efficient Logic Equivalence Checker for Industrial Circuits,Journal of Electronic Testing,,16.0,1 - 2,10.1023/A:1008349024680,Jaehong ParkCarl PixleyMichael BurnsHyunwoo Cho,2000,http://link.springer.com/article/10.1023/A%3A1008349024680,Article
"Android Epistemology For Babies: Relections On Words, Thoughts And Theories",Synthese,,122.0,1 - 2,10.1023/A:1005267926337,Clark Glymour,2000,http://link.springer.com/article/10.1023/A%3A1005267926337,Article
"This journal issue contains abstracts that have been accepted for presentation at the 7th Annual Conference of the International Society for Quality of Life Research (ISOQOL) 29–31 October 2000, Vancouver, Canada",Quality of Life Research,,9.0,3,10.1023/A:1017291624003,,2000,http://link.springer.com/article/10.1023/A%3A1017291624003,Article
"Does Smoking by Pregnant Women Influence IQ, Birth Weight, and Developmental Disabilities in Their Infants? A Methodological Review and Multivariate Analysis",Neuropsychology Review,,10.0,1,10.1023/A:1009065713389,Mike C. RamsayCecil R. Reynolds,2000,http://link.springer.com/article/10.1023/A%3A1009065713389,Article
Formalization and validation of the General Inter-ORB Protocol (GIOP) using PROMELA and SPIN,International Journal on Software Tools for Technology Transfer,,2.0,4,10.1007/s100090050045,Moataz KamelStefan Leue,2000,http://link.springer.com/article/10.1007/s100090050045,Article
Marian Chace Annual Lecture: The Moving Imagination,American Journal of Dance Therapy,,22.0,1,10.1023/A:1005536025646,Joan Chodorow,2000,http://link.springer.com/article/10.1023/A%3A1005536025646,Article
"Out of sight, out of mind: Privy architecture and the perception of sanitation",Historical Archaeology,,34.0,1,10.1007/BF03373630,M. Jay Stottman,2000,http://link.springer.com/article/10.1007/BF03373630,Article
A Market-Based Mechanism for Allocating Space Shuttle Secondary Payload Priority,Experimental Economics,,2.0,3,10.1023/A:1009900310537,John LedyardDavid PorterRandii Wessen,2000,http://link.springer.com/article/10.1023/A%3A1009900310537,Article
Design and Analysis of Studies to Assess the Effect of Inhaled Corticosteroids on Growth,Drug information journal : DIJ / Drug Information Association,,34.0,2,10.1177/009286150003400208,"Susan P. Duke MSSara H. Hughes MScPatrick F. Darken PhDColin Reisner MD, FCCP, FACAAI",2000,http://link.springer.com/article/10.1177/009286150003400208,Article
Explanation-Based Scenario Generation for Reactive System Models,Automated Software Engineering,,7.0,2,10.1023/A:1008762225520,Robert J. Hall,2000,http://link.springer.com/article/10.1023/A%3A1008762225520,Article
Power-Based Arbitrary Decisional Actions in the Resolution of MIS Project Issues: A Project Manager's Action Research Perspective,Systemic Practice and Action Research,,13.0,3,10.1023/A:1009515127715,K. Gregory Jin,2000,http://link.springer.com/article/10.1023/A%3A1009515127715,Article
Ethics in Small Minority Businesses,Journal of Business Ethics,,26.0,2,10.1023/A:1006309212031,Fred O. EdeBhagaban PanigrahiJon StuartStephen Calcich,2000,http://link.springer.com/article/10.1023/A%3A1006309212031,Article
Abstracts,European Journal of Nuclear Medicine,,27.0,8,10.1007/BF02800976,,2000,http://link.springer.com/article/10.1007/BF02800976,Article
The REAR Framework for Emulation and Analysis of Embedded Hard Real-Time Systems,Design Automation for Embedded Systems,,5.0,3 - 4,10.1023/A:1008997901162,S. PettersA. MuthT. KollochT. HopfnerF. FischerG. Färber,2000,http://link.springer.com/article/10.1023/A%3A1008997901162,Article
VSE: formal methods meet industrial needs,International Journal on Software Tools for Technology Transfer,,3.0,1,10.1007/s100099900022,Serge AutexierDieter HutterBruno LangensteinHeiko MantelGeorg RockAxel SchairerWerner StephanRoland VogtAndreas Wolpers,2000,http://link.springer.com/article/10.1007/s100099900022,Article
Outcomes assessment and minimally invasive surgery,Surgical Endoscopy,,14.0,10,10.1007/s004640000220,S. B. ArcherM. M. SimsR. GiklichB. TraversoB. LaycockB. M. WolfeK. N. ApfelgrenR. J. FitzgibbonsJ. G. Hunter,2000,http://link.springer.com/article/10.1007/s004640000220,Article
Syringe size and flow rate affect drug delivery from syringe pumps,Canadian Journal of Anesthesia,,47.0,10,10.1007/BF03024878,Markus Weiss MDMaja I. Hug MDThomas Neff MDJoachim Fischer MD MS,2000,http://link.springer.com/article/10.1007/BF03024878,Article
Coupling Developmental Rules and Evolution to Aid in Planning Network Growth,BT Technology Journal,,18.0,4,10.1023/A:1026762810389,R ShipmanP BothamP Coker,2000,http://link.springer.com/article/10.1023/A%3A1026762810389,Article
Robotic Optimization and Testing for the Formula One Tire-Changing Robot,Journal of Intelligent and Robotic Systems,,29.0,3,10.1023/A:1008121230549,Raul MihaliMher GrigorianTarek Sobh,2000,http://link.springer.com/article/10.1023/A%3A1008121230549,Article
Adaptive Intrusion Detection: A Data Mining Approach,Artificial Intelligence Review,,14.0,6,10.1023/A:1006624031083,Wenke LeeSalvatore J. StolfoKui W. Mok,2000,http://link.springer.com/article/10.1023/A%3A1006624031083,Article
Measuring and modeling facial affect,"Behavior Research Methods, Instruments, & Computers",,32.0,4,10.3758/BF03200822,Diane J. SchianoSheryl EhrlichKrisnawan RahardjaKyle Sheridan,2000,http://link.springer.com/article/10.3758/BF03200822,Article
Olanzapine versus Risperidone,PharmacoEconomics,,18.0,6,10.2165/00019053-200018060-00004,Eric T. EdgellScott W. AndersenBryan M. JohnstoneBrian DulisseDennis RevickiAlan Breier,2000,http://link.springer.com/article/10.2165/00019053-200018060-00004,Article
Visualization and Analysis of Clickstream Data of Online Stores for Understanding Web Merchandising,Data Mining and Knowledge Discovery,,5.0,1 - 2,10.1023/A:1009843912662,Juhnyoung LeeMark PodlaseckEdith SchonbergRobert Hoch,2001,http://link.springer.com/article/10.1023/A%3A1009843912662,Article
Infusion pump performance with vertical displacement: effect of syringe pump and assembly type,Intensive Care Medicine,,27.0,1,10.1007/s001340000784,T.A. NeffJ.E. FischerG. SchulzO. BaenzigerM. Weiss,2001,http://link.springer.com/article/10.1007/s001340000784,Article
Modelling the Non-market Environmental Costs and Benefits of Biodiversity Projects Using Contingent Valuation Data,Environmental and Resource Economics,,18.0,4,10.1023/A:1011169413639,Douglas C. MacmillanElizabeth I. DuffDavid A. Elston,2001,http://link.springer.com/article/10.1023/A%3A1011169413639,Article
Abstracts,European Radiology,,11.0,6,10.1007/s003300100945,,2001,http://link.springer.com/article/10.1007/s003300100945,Article
A Structured Financial Statement Analysis and the Direct Prediction of Stock Prices in Korea,Asia-Pacific Financial Markets,,8.0,2,10.1023/A:1011951102564,Hay Y. ChungJeong-Bon Kim,2001,http://link.springer.com/article/10.1023/A%3A1011951102564,Article
RTL-Based Functional Test Generation for High Defects Coverage in Digital Systems,Journal of Electronic Testing,,17.0,3 - 4,10.1023/A:1012223614418,M.B. SantosF.M. GonçalvesI.C. TeixeiraJ.P. Teixeira,2001,http://link.springer.com/article/10.1023/A%3A1012223614418,Article
"A Survey of Perception, Knowledge, Awareness, and attitude in Regard to Environmental Problems in a Sample of two Different Social Groups in Jakarta, Indonesia","Environment, Development and Sustainability",,3.0,2,10.1023/A:1011633729185,Sigit SudarmadiShosuke SuzukiTomoyuki KawadaHerawati NettiSoeharsono SoemantriA. Tri Tugaswati,2001,http://link.springer.com/article/10.1023/A%3A1011633729185,Article
Biometrics — Real Identities for a Virtual World,BT Technology Journal,,19.0,3,10.1023/A:1011950601871,M Rejman-Greene,2001,http://link.springer.com/article/10.1023/A%3A1011950601871,Article
"Computational Mechanics: Pattern and Prediction, Structure and Simplicity",Journal of Statistical Physics,,104.0,3 - 4,10.1023/A:1010388907793,Cosma Rohilla ShaliziJames P. Crutchfield,2001,http://link.springer.com/article/10.1023/A%3A1010388907793,Article
Biologically Inspired Visual Motion Detection in VLSI,International Journal of Computer Vision,,44.0,3,10.1023/A:1012272131141,Ralph Etienne-Cummings,2001,http://link.springer.com/article/10.1023/A%3A1012272131141,Article
Easy concurrency,International Journal on Software Tools for Technology Transfer,,3.0,4,10.1007/s100090100053,Alex Aizman,2001,http://link.springer.com/article/10.1007/s100090100053,Article
Faculty of radiology meetings,Irish Journal of Medical Science,,170.0,3,10.1007/BF03169111,,2001,http://link.springer.com/article/10.1007/BF03169111,Article
Designing for Intent-to-Treat,Drug information journal : DIJ / Drug Information Association,,35.0,4,10.1177/009286150103500405,Philip William Lavori PhDRee Dawson PhD,2001,http://link.springer.com/article/10.1177/009286150103500405,Article
"Breast Cancer in the Clinic: Treatments Past, Treatments Future",Journal of Mammary Gland Biology and Neoplasia,,6.0,4,10.1023/A:1014747300739,George W. Sledge Jr.,2001,http://link.springer.com/article/10.1023/A%3A1014747300739,Article
Cognitive/Behavioral Treatment for Sexual Offenders: An Examination of Recidivism,Sexual Abuse: A Journal of Research and Treatment,,13.0,4,10.1023/A:1017552514037,Kathryn England AytesSam S. OlsenTodd ZakrajsekPaul MurrayRandall Ireson,2001,http://link.springer.com/article/10.1023/A%3A1017552514037,Article
Therapeutic drug monitoring — is it important for newer immunosuppressive agents?,Drugs & Therapy Perspectives,,17.0,22,10.2165/00042310-200117220-00003,,2001,http://link.springer.com/article/10.2165/00042310-200117220-00003,Article
Dynamic In Vitro Quantification of Bioprosthetic Heart Valve Leaflet Motion Using Structured Light Projection,Annals of Biomedical Engineering,,29.0,11,10.1114/1.1415523,Arun K. S. IyengarHiroatsu SugimotoDavid B. SmithMichael S. Sacks,2001,http://link.springer.com/article/10.1114/1.1415523,Article
Clinical outcomes resulting from telemedicine interventions: a systematic review,BMC Medical Informatics and Decision Making,,1.0,1,10.1186/1472-6947-1-5,William R HershMark HelfandJames WallaceDale KraemerPatricia PattersonSusan ShapiroMerwyn Greenlick,2001,http://link.springer.com/article/10.1186/1472-6947-1-5,Article
Predicting Vulnerabilities in Computer-Supported Inferential Analysis under Data Overload,"Cognition, Technology & Work",,3.0,4,10.1007/s10111-001-8004-y,E. S. PattersonE. M. RothD. D. Woods,2001,http://link.springer.com/article/10.1007/s10111-001-8004-y,Article
A pattern approach to interaction design,AI & SOCIETY,,15.0,4,10.1007/BF01206115,Jan O. Borchers,2001,http://link.springer.com/article/10.1007/BF01206115,Article
Time-related decay of the benefits of biofeedback therapy,Techniques in Coloproctology,,5.0,3,10.1007/s101510100014,A. FerraraS. De JesusJ. T. GallagherP. R. WilliamsonS. W. LarachD. PappasJ. MillsJ. A. Sepulveda,2001,http://link.springer.com/article/10.1007/s101510100014,Article
A systematic review of the diagnostic accuracy of physical examination for the detection of cirrhosis,BMC Medical Informatics and Decision Making,,1.0,1,10.1186/1472-6947-1-6,Guy de BruynEdward A Graviss,2001,http://link.springer.com/article/10.1186/1472-6947-1-6,Article
Problems in dealing with missing data and informative censoring in clinical trials,Current Controlled Trials in Cardiovascular Medicine,,3.0,1,10.1186/1468-6708-3-4,Weichung Joseph Shih,2002,http://link.springer.com/article/10.1186/1468-6708-3-4,Article
"The impact of membership in communal property associations on livelihoods in the Northern Province, South Africa",GeoJournal,,56.0,2,10.1023/A:1022498823677,Brent McCusker,2002,http://link.springer.com/article/10.1023/A%3A1022498823677,Article
Atypical Antipsychotic-Induced Diabetes Mellitus,CNS Drugs,,16.0,2,10.2165/00023210-200216020-00001,Dr David C. Henderson,2002,http://link.springer.com/article/10.2165/00023210-200216020-00001,Article
An inductive approach to learning and reusing design strategies,Research in Engineering Design,,13.0,2,10.1007/s00163-001-0010-9,Thomas F. StahovichHrishikesh Bal,2002,http://link.springer.com/article/10.1007/s00163-001-0010-9,Article
