Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Funding Details,Funding Text 1,Funding Text 2,Funding Text 3,Funding Text 4,Funding Text 5,Funding Text 6,Funding Text 7,Funding Text 8,Funding Text 9,Funding Text 10,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Mäntylä M.V.","7006843663;","Empirical software evolvability - Code smells and human evaluations",2010,"IEEE International Conference on Software Maintenance, ICSM",,,"5609545","","",,5,"10.1109/ICSM.2010.5609545","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650103847&doi=10.1109%2fICSM.2010.5609545&partnerID=40&md5=575a4bd39bcea63227118f4c28600d76","Department of Computer Science, School of Science and Technology, Aalto University, P.O. Box 19210, FI-00760 Aalto, Finland","Mäntylä, M.V., Department of Computer Science, School of Science and Technology, Aalto University, P.O. Box 19210, FI-00760 Aalto, Finland","Low software evolvability may increase costs of software development for over 30%. In practice, human evaluations and discoveries of software evolvability dictate the actions taken to improve the software evolvability, but the human side has often been ignored in prior research. This dissertation synopsis proposes a new group of code smells called the solution approach, which is based on a study of 563 evolvability issues found in industrial and student code reviews. Solution approach issues require re-thinking of the existing implementation rather than just reorganizing the code through refactoring. This work also contributes to the body of knowledge about software quality assurance practices by confirming that 75% of defects found in code reviews affect software evolvability rather than functionality. We also found evidence indicating that contextspecific demographics, i.e., role in organization and code ownership, affect evolvability evaluations, but general demographics, i.e., work experience and education, do not © 2010 IEEE.","Code review; Code smells; Doctoral dissertation synopsis; Empirical study; Human evaluation; Software maintainability","Code review; Code smell; Doctoral dissertations; Empirical studies; Human evaluation; Software maintainability; Codes (symbols); Computer software maintenance; Maintainability; Odors; Population statistics; Quality assurance; Software design; Teaching; Computer software selection and evaluation",,,,,,,,,,,,"Mäntylä, M. V.; Department of Computer Science, P.O. Box 19210, FI-00760 Aalto, Finland; email: mika.mantyla@tkk.fi",,,,9781424486298,,,"English","IEEE Int. Conf. Softw. Maint. ICSM",Conference Paper,"Final","",Scopus,2-s2.0-78650103847
"Bryton S., Brito E Abreu F., Monteiro M.","24484397100;6602691646;12645974400;","Reducing subjectivity in code smells detection: Experimenting with the Long Method",2010,"Proceedings - 7th International Conference on the Quality of Information and Communications Technology, QUATIC 2010",,,"5655669","337","342",,19,"10.1109/QUATIC.2010.60","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78751565069&doi=10.1109%2fQUATIC.2010.60&partnerID=40&md5=e00d5b1d020b4f2dfa07f5702010ec90","QUASAR, CITI, Universidade Nova de Lisboa, Caparica, Portugal; FCT, CITI, Universidade Nova de Lisboa, Caparica, Portugal","Bryton, S., QUASAR, CITI, Universidade Nova de Lisboa, Caparica, Portugal; Brito E Abreu, F., QUASAR, CITI, Universidade Nova de Lisboa, Caparica, Portugal; Monteiro, M., FCT, CITI, Universidade Nova de Lisboa, Caparica, Portugal","Guidelines for refactoring are meant to improve software systems internal quality and are widely acknowledged as among software's best practices. However, such guidelines remain mostly qualitative in nature. As a result, judgments on how to conduct refactoring processes remain mostly subjective and therefore non-automatable, prone to errors and unrepeatable. The detection of the Long Method code smell is an example. To address this problem, this paper proposes a technique to detect Long Method objectively and automatically, using a Binary Logistic Regression model calibrated by expert's knowledge. The results of an experiment illustrating the use of this technique are reported. © 2010 IEEE.","Binary Logistic Regression; Code smells; Long Method; Refactoring process","Best-practices; Binary logistic regression; Code smell; Internal quality; Long Method; Refactorings; Software systems; Information technology; Odors; Regression analysis",,,,,,,,,,,,"Bryton, S.; QUASAR, , Caparica, Portugal; email: bryton@di.fct.unl.pt",,,,9780769542416,,,"English","Proc. - Int. Conf. Qual. Inf. Commun. Technol., QUATIC",Conference Paper,"Final","",Scopus,2-s2.0-78751565069
"Chatzigeorgiou A., Manakos A.","6701702023;36810074900;","Investigating the evolution of bad smells in object-oriented code",2010,"Proceedings - 7th International Conference on the Quality of Information and Communications Technology, QUATIC 2010",,,"5654794","106","115",,105,"10.1109/QUATIC.2010.16","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78751548749&doi=10.1109%2fQUATIC.2010.16&partnerID=40&md5=3b8a33f8ec5de35f43c6fc214336ba48","Department of Applied Informatics, University of Macedonia, Thessaloniki, Greece","Chatzigeorgiou, A., Department of Applied Informatics, University of Macedonia, Thessaloniki, Greece; Manakos, A., Department of Applied Informatics, University of Macedonia, Thessaloniki, Greece","Software design problems are known and perceived under many different terms such as bad smells, flaws, non-compliance to design principles, violation of heuristics, excessive metric values and antipatterns, signifying the importance of handling them in the construction and maintenance of software. Once a design problem is identified, it can be removed by applying an appropriate refactoring, improving in most cases several aspects of quality such as maintainability, comprehensibility and reusability. This paper, taking advantage of recent advances and tools in the identification of non-trivial bad smells, explores the presence and evolution of such problems by analyzing past versions of code. Several interesting questions can be investigated such as whether the number of problems increases with the passage of software generations, whether problems vanish by time or only by targeted human intervention, whether bad smells occur in the course of evolution of a module or exist right from the beginning and whether refactorings targeting at smell removal are frequent. In contrast to previous studies that investigate the application of refactorings in the history of a software project, we attempt to study the subject from the point of view of the problems themselves distinguishing deliberate maintenance activities from the removal of design problems as a side effect of software evolution. Results are discussed for two open-source systems and three bad smells. © 2010 IEEE.","Bad smell; Evolution; Refactoring; Software history; Software repositories","Bad smell; Evolution; Refactorings; Software history; Software repositories; Computer software maintenance; Computer software selection and evaluation; Design; Information technology; Maintainability; Odors; Reusability; Software design",,,,,,,,,,,,"Chatzigeorgiou, A.; Department of Applied Informatics, , Thessaloniki, Greece; email: achat@uom.gr",,,,9780769542416,,,"English","Proc. - Int. Conf. Qual. Inf. Commun. Technol., QUATIC",Conference Paper,"Final","",Scopus,2-s2.0-78751548749
"Ferenc R.","6603559878;","Bug forecast: A method for automatic bug prediction",2010,"Communications in Computer and Information Science","117 CCIS",,,"283","295",,3,"10.1007/978-3-642-17578-7_28","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78651089155&doi=10.1007%2f978-3-642-17578-7_28&partnerID=40&md5=72bd2235e94242947bc8a5a983f31530","Department of Software Engineering, University of Szeged, H-6720 Szeged, Árpád tér 2, Hungary","Ferenc, R., Department of Software Engineering, University of Szeged, H-6720 Szeged, Árpád tér 2, Hungary","In this paper we present an approach and a toolset for automatic bug prediction during software development and maintenance. The toolset extends the Columbus source code quality framework, which is able to integrate into the regular builds, analyze the source code, calculate different quality attributes like product metrics and bad code smells; and monitor the changes of these attributes. The new bug forecast toolset connects to the bug tracking and version control systems and assigns the reported and fixed bugs to the source code classes from the past. It then applies machine learning methods to learn which values of which quality attributes typically characterized buggy classes. Based on this information it is able to predict bugs in current and future versions of the classes. The toolset was evaluated on an industrial software system developed by a large software company called evosoft. We studied the behavior of the toolset through a 1,5 year development period during which 128 snapshots of the software were analyzed. The toolset reached an average bug prediction precision of 72%, reaching many times 100%. We concentrated on high precision, as the primary purpose of the toolset is to aid software developers and testers in pointing out the classes which contain bugs with a high probability and keep the number of false positives relatively low. © 2010 Springer-Verlag Berlin Heidelberg.","bad code smells; bug prediction; machine learning; software product metrics","Bad code smells; bug prediction; Bug tracking; Columbus; False positive; High precision; High probability; Industrial software; Machine learning methods; Machine-learning; Prediction precision; Product metrics; Quality attributes; Software company; Software developer; Software development; Software products; Source codes; Toolsets; Version control system; Computer software maintenance; Computer software selection and evaluation; Forecasting; Learning systems; Odors; Software design; Program debugging",,,,,,,,,,,,"Ferenc, R.; Department of Software Engineering, H-6720 Szeged, Árpád tér 2, Hungary; email: ferenc@inf.u-szeged.hu",,,18650929,3642175775; 9783642175770,,,"English","Commun. Comput. Info. Sci.",Conference Paper,"Final","",Scopus,2-s2.0-78651089155
"Murphy-Hill E., Black A.P.","16307910100;7201755270;","An interactive ambient visualization for code smells",2010,"Proceedings of the ACM Conference on Computer and Communications Security",,,,"5","14",,95,"10.1145/1879211.1879214","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650855103&doi=10.1145%2f1879211.1879214&partnerID=40&md5=740f0e6bef8bb98652230f674420978a","Department of Computer Science, North Carolina State University, Raleigh, NC, United States; Department of Computer Science, Portland State University, Portland, OR, United States","Murphy-Hill, E., Department of Computer Science, North Carolina State University, Raleigh, NC, United States; Black, A.P., Department of Computer Science, Portland State University, Portland, OR, United States","Code smells are characteristics of software that indicate that code may have a design problem. Code smells have been proposed as a way for programmers to recognize the need for restructuring their software. Because code smells can go unnoticed while programmers are working, tools called smell detectors have been developed to alert programmers to the presence of smells in their code, and to help them understand the cause of those smells. In this paper, we propose a novel smell detector called Stench Blossom that provides an interactive ambient visualization designed to first give programmers a quick, high-level overview of the smells in their code, and then, if they wish, to help in understanding the sources of those code smells. We also describe a laboratory experiment with 12 programmers that tests several hypotheses about our tool. Our findings suggest that programmers can use our tool effectively to identify smells and to make refactoring judgements. This is partly because the tool serves as a memory aid, and partly because it is more reliable and easier to use than heuristics for analyzing smells. Copyright 2010 ACM.","Code smells; Refactoring; Software; Usability","Code smell; Design problems; Laboratory experiments; Refactorings; Software; Usability; Visualization; Odors",,,,,,,,,,,,"Murphy-Hill, E.; Department of Computer Science, , Raleigh, NC, United States; email: emerson@csc.ncsu.edu",,,15437221,9781450304948,,,"English","Proc ACM Conf Computer Commun Secur",Conference Paper,"Final","",Scopus,2-s2.0-78650855103
"Schumacher J., Zazworka N., Shull F., Seaman C., Shaw M.","56214916500;23479077900;6603060816;7004521032;36848532700;","Building empirical support for automated code smell detection",2010,"ESEM 2010 - Proceedings of the 2010 ACM-IEEE International Symposium on Empirical Software Engineering and Measurement",,,"1852797","","",,67,"10.1145/1852786.1852797","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78149252929&doi=10.1145%2f1852786.1852797&partnerID=40&md5=c7c0975198294d17e5ca0e673ae50509","University of Applied Sciences, Mannheim, Germany; Fraunhofer Center, College Park, MD, United States; UMBC, Baltimore, MD, United States","Schumacher, J., University of Applied Sciences, Mannheim, Germany; Zazworka, N., Fraunhofer Center, College Park, MD, United States; Shull, F., Fraunhofer Center, College Park, MD, United States; Seaman, C., Fraunhofer Center, College Park, MD, United States, UMBC, Baltimore, MD, United States; Shaw, M., Fraunhofer Center, College Park, MD, United States","Identifying refactoring opportunities in software systems is an important activity in today's agile development environments. The concept of code smells has been proposed to characterize different types of design shortcomings in code. Additionally, metric-based detection algorithms claim to identify the ""smelly"" components automatically. This paper presents results for an empirical study performed in a commercial environment. The study investigates the way professional software developers detect god class code smells, then compares these results to automatic classification. The results show that, even though the subjects perceive detecting god classes as an easy task, the agreement for the classification is low. Misplaced methods are a strong driver for letting subjects identify god classes as such. Earlier proposed metric-based detection approaches performed well compared to the human classification. These results lead to the conclusion that an automated metric-based pre-selection decreases the effort spent on manual code inspections. Automatic detection accompanied by a manual review increases the overall confidence in the results of metric-based classifiers. © 2010 ACM.","code inspection; code smells; empirical study; god class; maintainability","Agile development environments; Automated code; Automated metric; Automatic classification; Automatic Detection; Class-code; Code inspections; Code smell; Detection algorithm; Detection approach; Empirical studies; empirical study; god class; Pre-selection; Professional software; Refactorings; Software systems; Maintainability; Odors; Software engineering; Inspection",,,,,,,,,,,,"Schumacher, J.; University of Applied Sciences, Mannheim, Germany; email: jan@schuma.eu",,,,9781450300391,,,"English","ESEM - Proce. ACM-IEEE Int. Symp. Empir. Softw. Eng. Measur.",Conference Paper,"Final","",Scopus,2-s2.0-78149252929
[No author name available],[No author id available],"ESEM 2010 - Proceedings of the 2010 ACM-IEEE International Symposium on Empirical Software Engineering and Measurement",2010,"ESEM 2010 - Proceedings of the 2010 ACM-IEEE International Symposium on Empirical Software Engineering and Measurement",,,,"","",411,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78149240562&partnerID=40&md5=c574573b7019091616d77160d2a11a3d",,"","The proceedings contain 68 papers. The topics discussed include: understanding the impact of code and process metrics on post-release defects: a case study on the eclipse project; an effective fault aware test case prioritization by incorporating a fault localization technique; a machine learning approach for text categorization of fixing-issue commits on CVS; object oriented design pattern decay: a taxonomy; building empirical support for automated code smell detection; strengthening the empirical analysis of the relationship between Linus' law and software security; test case selection and prioritization: risk-based or design-based?; an empirical investigation into a large-scale Java open source code repository; a survey of scientific software development; transition from a plan-driven process to scrum - a longitudinal case study on software quality; and are developers complying with the process: an XP study.",,,,,,,,,,,,,,,,,,9781450300391,,,"English","ESEM - Proce. ACM-IEEE Int. Symp. Empir. Softw. Eng. Measur.",Conference Review,"Final","",Scopus,2-s2.0-78149240562
"Bancroft J.E., Keifer S.B., Keene W.E.","36623364700;37071017600;7005070428;","Shigellosis from an interactive fountain: Implications for regulation",2010,"Journal of Environmental Health","73","4",,"16","20",,4,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650662376&partnerID=40&md5=ba271e317def2c2db76ea4f23d805245","Clinical Epidemiologist, Oregon Public Health Division, 800 NE Oregon St., Suite 772, Portland, OR 97232, United States","Bancroft, J.E., Clinical Epidemiologist, Oregon Public Health Division, 800 NE Oregon St., Suite 772, Portland, OR 97232, United States; Keifer, S.B., Clinical Epidemiologist, Oregon Public Health Division, 800 NE Oregon St., Suite 772, Portland, OR 97232, United States; Keene, W.E., Clinical Epidemiologist, Oregon Public Health Division, 800 NE Oregon St., Suite 772, Portland, OR 97232, United States","In July 2003, the authors investigated an outbreak of Shigella sonna infections in Marion County, Oregon. Nineteen confirmed and 37 presumptive cases, mostly young children, were identified. A casecontrol study implicated play in an interactive fountain in a city park (matched odds ratio undefined; p < .002). The association was confirmed by a cohort study among local schoolchildren (RR [relative risk] = 12.6, p < .001) that allowed the authors to estimate that >500 persons became ill. Fountain design flaws and inadequate maintenance set the stage for the outbreak. In 2007, the authors surveyed state health departments to assess rules and regulations governing interactive fountains. Thirty of 48 states responding (62%) reported public health regulation of fountains; standards and enforcement capacity varied. Regulation is a relatively new phenomenon; only 13 states (27%) had rules before 2000. A lack of enforceable design and maintenance standards increases the risk of enteric disease transmission at these increasingly popular venues.",,"fresh water; bacterial disease; child health; disease transmission; governance approach; health policy; health risk; law enforcement; play; regulatory approach; young population; article; case control study; child; cohort analysis; disease transmission; epidemic; female; human; infection control; male; methodology; microbiology; preschool child; questionnaire; shigellosis; standard; statistics; United States; water pollution; Case-Control Studies; Child; Child, Preschool; Cohort Studies; Communicable Disease Control; Disease Outbreaks; Dysentery, Bacillary; Female; Fresh Water; Humans; Male; Oregon; Questionnaires; Water Microbiology; Water Pollution; Marion County [Oregon]; Oregon; United States; Shigella",,,,,,,,,,,,"Bancroft, J. E.; Clinical Epidemiologist, 800 NE Oregon St., Suite 772, Portland, OR 97232, United States; email: june.e.bancroft@state.or.us",,,00220892,,JEVHA,"21133311","English","J. Environ. Health",Article,"Final","",Scopus,2-s2.0-78650662376
"Arévalo G., Ducasse S., Gordillo S., Nierstrasz O.","8706527300;6701521591;55973237000;6602127759;","Generating a catalog of unanticipated schemas in class hierarchies using Formal Concept Analysis",2010,"Information and Software Technology","52","11",,"1167","1187",,18,"10.1016/j.infsof.2010.05.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956404120&doi=10.1016%2fj.infsof.2010.05.010&partnerID=40&md5=94e6ed9fc4a5a95adfc16f025318b8d2","FI - Universidad Austral, Avda. Juan de Garay 125, AR-1063, Buenos Aires, Argentina; LIFIA, UNLP, 50 y 115, AR-1900, La Plata, Argentina; INRIA Lille - Nord Europe- ADAM Team, Parc Scientifique de la Haute Borne, 40 Avenue Halley, FR-59650, Villeneuve d'Ascq, France; SCG - IAM, Universitaet Bern, Neubrückstrasse 10, CH-3012, Bern, Switzerland; CICPBA, 526 between 10 and 11, AR-1900, La Plata, Argentina; CONICET, Av. Rivadavia 1917, AR-1033, Buenos Aires, Argentina","Arévalo, G., FI - Universidad Austral, Avda. Juan de Garay 125, AR-1063, Buenos Aires, Argentina, CONICET, Av. Rivadavia 1917, AR-1033, Buenos Aires, Argentina; Ducasse, S., INRIA Lille - Nord Europe- ADAM Team, Parc Scientifique de la Haute Borne, 40 Avenue Halley, FR-59650, Villeneuve d'Ascq, France; Gordillo, S., LIFIA, UNLP, 50 y 115, AR-1900, La Plata, Argentina, CICPBA, 526 between 10 and 11, AR-1900, La Plata, Argentina; Nierstrasz, O., SCG - IAM, Universitaet Bern, Neubrückstrasse 10, CH-3012, Bern, Switzerland","Context: Inheritance is the cornerstone of object-oriented development, supporting conceptual modeling, subtype polymorphism and software reuse. But inheritance can be used in subtle ways that make complex systems hard to understand and extend, due to the presence of implicit dependencies in the inheritance hierarchy. Objective: Although these dependencies often specify well-known schemas (i.e., recurrent design or coding patterns, such as hook and template methods), new unanticipated dependency schemas arise in practice, and can consequently be hard to recognize and detect. Thus, a developer making changes or extensions to an object-oriented system needs to understand these implicit contracts defined by the dependencies between a class and its subclasses, or risk that seemingly innocuous changes break them. Method: To tackle this problem, we have developed an approach based on Formal Concept Analysis. Our Formal Concept Analysis based-Reverse Engineering methodology (FoCARE) identifies undocumented hierarchical dependencies in a hierarchy by taking into account the existing structure and behavior of classes and subclasses. Results: We validate our approach by applying it to a large and non-trivial case study, yielding a catalog of hierarchy schemas, each one composed of a set of dependencies over methods and attributes in a class hierarchy. We show how the discovered dependency schemas can be used not only to identify good design practices, but also to expose bad smells in design, thereby helping developers in initial reengineering phases to develop a first mental model of a system. Although some of the identified schemas are already documented in existing literature, with our approach based on Formal Concept Analysis (FCA), we are also able to identify previously unidentified schemas. Conclusions: FCA is an effective tool because it is an ideal classification mining tool to identify commonalities between software artifacts, and usually these commonalities reveal known and unknown characteristics of the software artifacts. We also show that once a catalog of useful schemas stabilizes after several runs of FoCARE, the added cost of FCA is no longer needed. © 2010 Elsevier B.V. All rights reserved.","Class hierarchy schemas; Formal Concept Analysis; Object-oriented development; Source code analysis","Class hierarchies; Classification mining; Coding patterns; Complex systems; Conceptual modeling; Design practice; Effective tool; Engineering methodology; Existing structure; Formal Concept Analysis; Inheritance hierarchies; Mental model; Non-trivial; Object oriented; Object-oriented system; Schemas; Software artifacts; Software Re-use; Source code analysis; Template methods; Computer software reusability; Libraries; Reverse engineering; Object oriented programming","Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung, SNF: 200020-121594","We thank Simon Denier, Andres Fortier, Alejandra Garrido, Jannik Laval and Lukas Renggli for useful comments that helped us to improve this paper. The last author gratefully acknowledges the financial support of the Swiss National Science Foundation for the project “Bringing Models Closer to Code” (SNF Project No. 200020-121594, October 2008–September 2010).",,,,,,,,,,"Arévalo, G.; FI - Universidad Austral, Avda. Juan de Garay 125, AR-1063, Buenos Aires, Argentina; email: garevalo@austral.edu.ar",,,09505849,,ISOTE,,"English","Inf Software Technol",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-77956404120
"Guo Y., Seaman C., Zazworka N., Shull F.","35205289100;7004521032;23479077900;6603060816;","Domain-specific tailoring of code smells: An empirical study",2010,"Proceedings - International Conference on Software Engineering","2",,,"167","170",,27,"10.1145/1810295.1810321","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954701746&doi=10.1145%2f1810295.1810321&partnerID=40&md5=0f9b3e060bf043d5b0a8d6e624f6e4f3","Department of Information Systems, University of Maryland Baltimore County, Baltimore, MD 21250, United States; Fraunhofer Center for Experimental Software Engineering, College Park, MD 20740, United States","Guo, Y., Department of Information Systems, University of Maryland Baltimore County, Baltimore, MD 21250, United States; Seaman, C., Department of Information Systems, University of Maryland Baltimore County, Baltimore, MD 21250, United States; Zazworka, N., Fraunhofer Center for Experimental Software Engineering, College Park, MD 20740, United States; Shull, F., Fraunhofer Center for Experimental Software Engineering, College Park, MD 20740, United States","Code smells refer to commonly occurring patterns in source code that indicate poor programming practices or code decay. Detecting code smells helps developers find design problems that can cause trouble in future maintenance. Detection rules for code smells, based on software metrics, have been proposed, but they do not take domain-specific characteristics into consideration. In this study we investigate whether such generic heuristics can be tailored to include domain-specific factors. Input into these domain-specific heuristics comes from an iterative empirical field study in a software maintenance project. The results yield valuable insight into code smell detection. © 2010 ACM.","code smells; domain-specific; empirical study","Code smell; Design problems; Detection rules; Domain specific; Empirical studies; Field studies; Software maintenance; Software metrics; Source codes; Computer software; Odors; Computer software maintenance",,,,,,,,,,,,"Guo, Y.; Department of Information Systems, , Baltimore, MD 21250, United States; email: yuepu.guo@umbc.edu",,,02705257,9781605587196,PCSED,,"English","Proc Int Conf Software Eng",Conference Paper,"Final","",Scopus,2-s2.0-77954701746
"Luo Y., Hoss A., Carver D.L.","57199125729;16175025800;7006941332;","An ontological identification of relationships between anti-patterns and code smells",2010,"IEEE Aerospace Conference Proceedings",,,"5446811","","",,8,"10.1109/AERO.2010.5446811","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952818058&doi=10.1109%2fAERO.2010.5446811&partnerID=40&md5=3ba0b246ba1cb86dd7dda2e3b9ebf8d0","162 Coates Hall, Software Engineering Lab., Louisiana State University, United States","Luo, Y., 162 Coates Hall, Software Engineering Lab., Louisiana State University, United States; Hoss, A., 162 Coates Hall, Software Engineering Lab., Louisiana State University, United States; Carver, D.L., 162 Coates Hall, Software Engineering Lab., Louisiana State University, United States","Ensuring quality in software development is a challenging process. The concepts of anti-patterns and code smells utilize the knowledge of known problems to improve the quality of current and future software development. However, the knowledge and understanding of these indicators of low quality software is still insufficient to resolve many of the problems they represent. The identification and definition of anti-patterns is a heuristic process. Additionally, minimal research exists addressing the relationships between or among code smells and anti-patterns. Software quality issues such as understandability and maintainability can be improved by identifying and resolving anti-patterns associated with code smells as well as preventing code smells before coding begins. We present an ontological representation of the relationships between anti-patterns and code smells to enhance the understanding of these concepts with the goal of improving software quality. ©2010 IEEE.",,"Anti-patterns; Code smell; Low qualities; Ontological representation; Software development; Software Quality; Understandability; Maintainability; Odors; Ontology; Software design; Computer software selection and evaluation",,,,,,,,,,,,"Luo, Y.; 162 Coates Hall, United States; email: yluo2@lsu.edu",,,1095323X,9781424438884,,,"English","IEEE Aerosp. Conf. Proc.",Conference Paper,"Final","",Scopus,2-s2.0-77952818058
"Murthy P.L.N., Phoenix S.L.","55631686400;7005629413;","Designing of a fleet-leader program for carbon composite overwrapped pressure vessels",2009,"Collection of Technical Papers - AIAA/ASME/ASCE/AHS/ASC Structures, Structural Dynamics and Materials Conference",,,"2009-2517","","",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855621584&partnerID=40&md5=7441d07f5df2c19c0a981d878d43dbe4","NASA Glenn Research Center, Mechanics and Durability Branch, MS 49-7, 21000 Brook Park Rd., Cleveland, OH, 44135, United States; Department of Theoretical and Applied Mechanics, Cornell University, Ithaca, NY, 14853, United States","Murthy, P.L.N., NASA Glenn Research Center, Mechanics and Durability Branch, MS 49-7, 21000 Brook Park Rd., Cleveland, OH, 44135, United States; Phoenix, S.L., Department of Theoretical and Applied Mechanics, Cornell University, Ithaca, NY, 14853, United States","Composite Overwrapped Pressure Vessels (COPVs) are often used for storing pressurant gases on board spacecraft when mass saving is a prime requirement. Substantial weight savings can be achieved compared to all metallic pressure vessels. For example, on the Space Shuttle, replacement of all metallic pressure vessels with Kevlar COPVs resulted in a weight savings of about 30%. Mass critical space applications such as the Aries and Orion vehicles are currently being planned to use as many COPVs as possible in place of all-metallic pressure vessels to minimize the overall mass of the vehicle. Due to the fact that overwraps are subjected to sustained loads during long periods of a mission, stress rupture failure is a major concern. It is, therefore, important to ascertain the reliability of these vessels by analysis, since it is practically impossible to show by experimental testing the reliability of flight quality vessels. Also, it is a common practice to set aside flight quality vessels as ""fleet leaders"" in a test program where these vessels are subjected to slightly accelerated operating conditions so that they lead the actual flight vessels both in time and load. The intention of fleet leaders is to provide advanced warning if there is a serious design flaw in the vessels so that a major disaster in the flight vessels can be averted with advance warning. On the other hand, the accelerating conditions must be not so severe as to be prone to false alarms. The primary focus of the present paper is to provide an analytical basis for designing a viable fleet leader program for Carbon COPVs. The analysis is based on a stress rupture behavior model incorporating Weibull statistics and power-law sensitivity of life to fiber stress level.",,"Actual flight; Advanced warnings; Behavior model; Carbon composites; Composite overwrapped pressure vessels; Design flaws; Experimental testing; False alarms; Fiber stress; Flight quality; Mass savings; Metallic pressure vessels; On-board spacecrafts; Operating condition; Power-law sensitivity; Pressurant gas; Stress rupture; Sustained loads; Test program; Weibull statistics; Weight saving; Carbon carbon composites; Combinatorial optimization; Design; Manned space flight; Reliability analysis; Space applications; Space shuttles; Structural dynamics; Pressure vessels",,,,,,,,,,,,"Murthy, P. L. N.; NASA Glenn Research Center, 21000 Brook Park Rd., Cleveland, OH, 44135, United States",,,02734508,9781563479731,CPSCD,,"English","Collect Tech Pap AIAA ASME ASCE AHS Struct Struct Dyn Mater",Conference Paper,"Final","",Scopus,2-s2.0-84855621584
"Khomh F., Vaucher S., Guéehéeneuc Y.-G., Sahraoui H.","24724747600;25926701500;35788017500;57196894039;","A bayesian approach for the detection of code and design smells",2009,"Proceedings - International Conference on Quality Software",,,"5381430","305","314",,157,"10.1109/QSIC.2009.47","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950599865&doi=10.1109%2fQSIC.2009.47&partnerID=40&md5=cf7bef33f85bbc4e20c44a02b5e79dd5","Ptidej Team, DGIGL, ÉEcole Polytechnique de Montréeal, Canada; GEODES, DIRO, Universitée de Montréeal, Canada","Khomh, F., Ptidej Team, DGIGL, ÉEcole Polytechnique de Montréeal, Canada, GEODES, DIRO, Universitée de Montréeal, Canada; Vaucher, S., GEODES, DIRO, Universitée de Montréeal, Canada; Guéehéeneuc, Y.-G., Ptidej Team, DGIGL, ÉEcole Polytechnique de Montréeal, Canada; Sahraoui, H., GEODES, DIRO, Universitée de Montréeal, Canada","The presence of code and design smells can have a severe impact on the quality of a program. Consequently, their detection and correction have drawn the attention of both researchers and practitioners who have proposed various approaches to detect code and design smells in programs. However, none of these approaches handle the inherent uncertainty of the detection process. We propose a Bayesian approach to manage this uncertainty. First, we present a systematic process to convert existing state-of-the-art detection rules into a probabilistic model. We illustrate this process by generating a model to detect occurrences of the Blob antipattern. Second, we present results of the validation of the model: we built this model on two open-source programs, GanttProject v1.10.2 and Xerces v2.7.0, and measured its accuracy. Third, we compare our model with another approach to show that it returns the same candidate classes while ordering them to minimise the quality analysts' effort. Finally, we show that when past detection results are available, our model can be calibrated using machine learning techniques to offer an improved, context-specfic detection. © 2009 IEEE.",,"Bayesian approaches; Detection process; Detection rules; Machine learning techniques; Open-source program; Probabilistic models; Systematic process; Computer software; Design; Learning algorithms; Odors; Bayesian networks",,,,,,,,,,,,"Khomh, F.; Ptidej Team, Canada; email: foutsekh@iro.umontreal.ca",,,15506002,9780769538280,,,"English","Proc. Int. Conf. Qual. Softw.",Conference Paper,"Final","",Scopus,2-s2.0-77950599865
