,Title,Authors,Year,Repository
119,Formal verification of cP systems using PAT3 and ProB,Yezhou LiuRadu NicolescuJing Sun,2020,Springer
120,"Adolescents and Parents’  Perceptions of Condom Distribution in Selected Secondary Schools in the High Density Suburbs of Bulawayo, Zimbabwe",Nicholas MudonhiWilfred Njabulo NunuBrighton NdlovuNkosana KhumaloOliver Dube,2020,Springer
121,Efficacy of aquatic therapy for neck pain: a systematic review,Iluminada CorvilloFrancisco ArmijoAntonio Álvarez-BadilloOnica ArmijoEnrique VarelaFrancisco Maraver,2020,Springer
122,Antiseptics as adjuncts to scaling and root planing in the treatment of periodontitis: a systematic literature review,Egle RamanauskaiteVita Machiulskiene,2020,Springer
123,Learning a graph-based classifier for fault localization,Hao ZhongHong Mei,2020,Springer
124,What kind of questions do developers ask on Stack Overflow? A comparison of automated approaches to classify posts into question categories,Stefanie BeyerChristian MachoMassimiliano Di PentaMartin Pinzger,2020,Springer
125,Better software analytics via “DUO”: Data mining algorithms using/used-by optimizers,Amritanshu AgrawalTim MenziesLeandro L. MinkuMarkus WagnerZhe Yu,2020,Springer
126,Guiding log revisions by learning from software evolution history,Shanshan LiXu NiuZhouyang JiaXiangke LiaoJi WangTao Li,2020,Springer
127,Investigating types and survivability of performance bugs in mobile apps,Alejandro Mazuera-RozoCatia TrubianiMario Linares-VásquezGabriele Bavota,2020,Springer
128,Measuring the impact of lexical and structural inconsistencies on developers’ cognitive load during bug localization,Sarah FakhouryDevjeet RoyYuzhan MaVenera ArnaoudovaOlusola Adesope,2020,Springer
129,Assessing the quality of mobile graphical user interfaces using multi-objective optimization,Makram SouiMabrouka ChouchaneMohamed Wiem MkaouerMarouane KessentiniKhaled Ghedira,2020,Springer
130,Practical relevance of software engineering research: synthesizing the community’s voice,Vahid GarousiMarkus BorgMarkku Oivo,2020,Springer
131,Third-party libraries in mobile apps,Pasquale SalzaFabio PalombaDario Di NucciAndrea De LuciaFilomena Ferrucci,2020,Springer
132,Local residents’ perception of landfill impacts in Palestine: the case of Zahrat Al-Finjan landfill,Majd M. SalahMajed I. Al-Sari’Issam A. Al-KhatibStamatia Kontogianni,2020,Springer
133,"GIS application for urban domestic wastewater treatment site selection in the Northern Ethiopia, Tigray Regional State: a case study in Mekelle City",Amare GebreMedhin NigusseUkeubay Geiday AdhaneomGebrerufael Hailu KahsayAbadi Mehari AbrhaDesta Nigusse GebreAmanuel Gedey Weldearegay,2020,Springer
134,An exploratory study of the acceptability of indoor residual spraying for malaria control in upper western Ghana,Vitalis Mwinyuri SuuronLillian MwanriGeorge TsourtosEbenezer Owusu-Addo,2020,Springer
135,Sexually transmitted disease among street dwellers in southern Ethiopia: a mixed methods study design,Negash WakgariTerefe WoyoEmnet KebedeHirut GemedaSamson Gebremedhin,2020,Springer
136,Bad Smell Detection Using Machine Learning Techniques: A Systematic Literature Review,Ahmed Al-ShaabyHamoud AljamaanMohammad Alshayeb,2020,Springer
137,Recovering Android Bad Smells from Android Applications,Ghulam RasoolAzhar Ali,2020,Springer
138,Electronic Nose and Its Applications: A Survey,Diclehan KarakayaOguzhan UlucanMehmet Turkan,2020,Springer
139,A review of the application of component-based software development in open CNC systems,Lisi LiuYingxue YaoJianguang Li,2020,Springer
140,"Exploring the landscape between synthetic and biosynthetic materials discovery: important considerations via systems connectivity, cooperation and scale-driven convergence in biomanufacturing",Sanjiv SonkariaVarsha Khare,2020,Springer
141,Cooling Behavior of A356 Alloy in Surfactant Quenching Medium,Alper GünerenEsra Dokumacı,2020,Springer
142,Digital signature scheme for information non-repudiation in blockchain: a state of the art review,Weidong FangWei ChenWuxiong ZhangJun PeiWeiwei GaoGuohui Wang,2020,Springer
143,An empirical characterization of bad practices in continuous integration,Fiorella ZampettiCarmine VassalloSebastiano PanichellaGerardo CanforaHarald GallMassimiliano Di Penta,2020,Springer
144,Performance-driven software development: an incremental refinement approach for high-quality requirement engineering,Maryam Nooraei Abadeh,2020,Springer
145,Large-scale graph processing systems: a survey,Ning LiuDong-sheng LiYi-ming ZhangXiong-lve Li,2020,Springer
146,Soft computing methods for multiobjective location of garbage accumulation points in smart cities,Jamal ToutouhDiego RossitSergio Nesmachnow,2020,Springer
147,Headsprout: A Systematic Review of the Evidence,Alexander M. RigneyMichael D. HixsonDaniel D. Drevon,2020,Springer
148,A methodology for solving facility layout problem considering barriers: genetic algorithm coupled with A* search,Mariem BesbesMarc ZolghadriRoberta Costa AffonsoFaouzi MasmoudiMohamed Haddar,2020,Springer
149,Developing a visual perimetry test based on eye-tracking: proof of concept,Eduardo A. Martínez-GonzálezAlfonso AlbaMartin O. MéndezJorge Fernández-Wong,2020,Springer
150,Regulating Investment Robo-Advisors in China: Problems and Prospects,Li Guo,2020,Springer
151,Subjective expected utility with a spectral state space,Marcus Pivato,2020,Springer
152,Examining the factorial validity of the Quality of Life Scale,Ashley J. ReevesRussell T. BakerMadeline P. CasanovaScott W. CheathamMichael A. Pickering,2020,Springer
153,A bibliometric-based analysis of the high-value application of Chlorella,Ziliang ChengWeibao KongZiwen ChengHuifang QiShuling YangAimei ZhangShiquan Niu,2020,Springer
154,Sandpiper optimization algorithm: a novel approach for solving real-life engineering problems,Amandeep KaurSushma JainShivani Goel,2020,Springer
155,Diversity of graph models and graph generators in mutation testing,Oszkár SemeráthRebeka FarkasGábor BergmannDániel Varró,2020,Springer
156,Data Impact Analysis in Business Processes,Arava TsouryPnina SofferIris Reinhartz-Berger,2020,Springer
157,Post-collapse analysis of Morandi’s Polcevera viaduct in Genoa Italy,Maurizio MorgeseFarhad AnsariMarco DomaneschiGian Paolo Cimellaro,2020,Springer
158,Cross-Cultural Comparison of Sensory Preferences in Romantic Attraction,Victor KarandashevElena ZarubkoVeronika ArtemevaMakesha EvansKai Andito Damali MorganFélix NetoCyrille FeybesseLali SurmanidzeJeanette Purvis,2020,Springer
159,Studying the evolution of exception handling anti-patterns in a long-lived large-scale project,Dêmora B C de SousaPaulo Henrique M. MaiaLincoln S RochaWindson Viana,2020,Springer
160,Improving students’ programming quality with the continuous inspection process: a social coding perspective,Yao LuXinjun MaoTao WangGang YinZude Li,2020,Springer
161,Evaluation of long-lasting indoor residual spraying of deltamethrin 62.5 SC-PE against malaria vectors in India,Sudhansu Sekhar SahuSonia ThankachySmrutidhara DashKrishnamoorthy NallanSubramanian SwaminathanGunasekaran KasinathanJambulingam Purushothaman,2020,Springer
162,Intraoperative glycemic control in patients undergoing Orthotopic liver transplant: a single center prospective randomized study,Sathish S. KumarShawn J. PelletierAmy ShanksAleda ThompsonChristopher J. SonnendayPaul Picton,2020,Springer
163,Improving change prediction models with code smell-related information,Gemma CatolinoFabio PalombaFrancesca Arcelli FontanaAndrea De LuciaAndy ZaidmanFilomena Ferrucci,2020,Springer
164,Recognizing lines of code violating company-specific coding guidelines using machine learning,Miroslaw OchodekRegina HebigWilhelm MedingGert FrostMiroslaw Staron,2020,Springer
165,Log4Perf: suggesting and updating logging locations for web-based systems’ performance monitoring,Kundi YaoGuilherme B. de PáduaWeiyi ShangCatalin SporeaAndrei TomaSarah Sajedi,2020,Springer
166,An empirical investigation into merge conflicts and their effect on software quality,Caius BrindescuIftekhar AhmedCarlos JensenAnita Sarma,2020,Springer
167,Are free Android app security analysis tools effective in detecting known vulnerabilities?,Venkatesh-Prasad RanganathJoydeep Mitra,2020,Springer
168,Search. Review. Repeat? An empirical study of threats to replicating SLR searches,Jacob KrügerChristian LausbergerIvonne von Nostitz-WallwitzGunter SaakeThomas Leich,2020,Springer
169,"This Supplement contains the selected Abstracts presented at the Venice Arrhythmias 2019, held October 3-5, 2019",,2020,Springer
170,Validation of decision logic of an autoland system for a UAV using model-based safety-assessment techniques,Martin E. KüglerJulian RheinFlorian Holzapfel,2020,Springer
171,The NASSS framework for ex post theorisation of technology-supported change in healthcare: worked example of the TORPEDO programme,Seye AbimbolaBindu PatelDavid PeirisAnushka PatelMark HarrisTim UsherwoodTrisha Greenhalgh,2019,Springer
172,Solving the traveling salesman problem on a quantum annealer,Richard H. Warren,2019,Springer
173,An empirical study on quality of Android applications written in Kotlin language,Bruno Góis MateusMatias Martinez,2019,Springer
174,An empirical catalog of code smells for the presentation layer of Android apps,Suelen Goularte CarvalhoMaurício AnicheJúlio VeríssimoRafael S. DurelliMarco Aurélio Gerosa,2019,Springer
175,Quality of service (QoS) parameters prediction for web services using hybrid neural network and ensemble methods,Lov KumarAshish Sureka,2019,Springer
176,Studying the characteristics of logging practices in mobile apps: a case study on F-Droid,Yi ZengJinfu ChenWeiyi ShangTse-Hsun (Peter) Chen,2019,Springer
177,Gap between academia and industry: a case of empirical evaluation of three software testing methods,Sheikh Umar Farooq,2019,Springer
178,Ontology-based services for software vulnerability detection: a survey,Bingquan WangBaojiang Cui,2019,Springer
179,Guest Editorial: Special Issue on Software Engineering for Mobile Applications,Sebastiano PanichellaFabio PalombaDavid LoMeiyappan Nagappan,2019,Springer
180,Fostering good coding practices through individual feedback and gamification: an industrial case study,Matthieu FoucaultXavier BlancJean-Rémy FalleriMargaret-Anne Storey,2019,Springer
181,How effective are existing Java API specifications for finding bugs during runtime verification?,Owolabi LegunsenNader Al AwarXinyue XuWajih Ul HassanGrigore RoşuDarko Marinov,2019,Springer
182,Designing smart city mobile applications,Roselane Silva FariasRenata Maria de SouzaJohn D. McGregorEduardo Santana de Almeida,2019,Springer
183,MonitorApp: a web tool to analyze and visualize pollution data detected by an electronic nose,Paolo BuonoFabrizio Balducci,2019,Springer
184,Measuring Teacher Sense of Efficacy: Insights and Recommendations Concerning Scale Design and Data Analysis from Research with Preservice and Inservice Teachers in China,Kang MaRobert TrevethanShuhong Lu,2019,Springer
185,Exploring trends in the evolution of open-source systems,Raed Shatnawi,2019,Springer
186,"The city metaphor in software visualization: feelings, emotions, and thinking",Simone RomanoNicola CapeceUgo ErraGiuseppe ScannielloMichele Lanza,2019,Springer
187,Contents for a Model-Based Software Engineering Body of Knowledge,Loli BurgueñoFederico CiccozziMichalis FamelisGerti KappelLeen LambersSebastien MosserRichard F. PaigeAlfonso PierantonioArend RensinkRick SalayGabriele TaentzerAntonio VallecilloManuel Wimmer,2019,Springer
188,Neurocognition and Suicide Risk in Adults,Kenneth J.D. AllenMelanie L. BozzayEmma R. Edenbaum,2019,Springer
189,Automatic refactoring of delta-oriented SPLs to remove-free form and replace-free form,Ferruccio DamianiMichael LienhardtLuca Paolini,2019,Springer
190,Learning gain study in a strategy of flipped learning in the undergraduate level,Gilberto Huesca JuárezLinda Margarita Medina Herrera,2019,Springer
191,Improved AHP–TOPSIS model for the comprehensive risk evaluation of oil and gas pipelines,Xia WangQingquan Duan,2019,Springer
192,VisuaLeague: Player performance analysis using spatial-temporal data,Ana Paula AfonsoMaria Beatriz CarmoTiago GonçalvesPedro Vieira,2019,Springer
193,"Activity Monitor Gaming and the Next Generation Science Standards: Students Engaging with Data, Measurement Limitations, and Personal Relevance",Cynthia Carter ChingDanielle Hagood,2019,Springer
194,Predictors of Better Functioning among Institutionalized Youth: A Systematic Review,Anna W. WrightSimron RichardDavid W. SosnowskiWendy Kliewer,2019,Springer
195,Ali Smith and Ovid,Holly Ranger,2019,Springer
196,Deep learning for pollen allergy surveillance from twitter in Australia,Jia RongSandra MichalskaSudha SubramaniJiahua DuHua Wang,2019,Springer
197,44th National AOMSI Conference,,2019,Springer
198,"Current status and behavior modeling on household solid-waste separation: a case study in Da Nang city, Vietnam",Vu Chi Mai TranHoang Son LeYasuhiro Matsui,2019,Springer
199,Personalized technology-enhanced training for people with cognitive impairment,Maria Claudia BuzziMarina BuzziErico PerroneCaterina Senette,2019,Springer
200,Meeting abstracts from the 5th International Clinical Trials Methodology Conference (ICTMC 2019),,2019,Springer
201,Exit here: strategies for dealing with aging dams and reservoirs,Henry H. HansenEmily ForzonoAlisha GramsLindsay OhlmanChristine RuskampMark A. PeggKevin L. Pope,2019,Springer
202,Efficacy of a bystander intervention for preventing dating violence in Brazilian adolescents: short-term evaluation,Karine Brito dos SantosSheila Giardini MurtaLuis Gustavo do Amaral VinhaJuliana Silva de Deus,2019,Springer
203,RETRACTED ARTICLE: The smell of fear: on the relation between test smells and flaky tests,Fabio PalombaAndy Zaidman,2019,Springer
204,Security code smells in Android ICC,Pascal GadientMohammad GhafariPatrick FrischknechtOscar Nierstrasz,2019,Springer
205,Using bug descriptions to reformulate queries during text-retrieval-based bug localization,Oscar ChaparroJuan Manuel FlorezAndrian Marcus,2019,Springer
206,Scripted GUI testing of Android open-source apps: evolution of test code and fragility causes,Riccardo CoppolaMaurizio MorisioMarco TorchianoLuca Ardito,2019,Springer
207,Stochastic Rank Aggregation for the Identification of Functional Neuromarkers,Paola GaldiMichele FratelloFrancesca TrojsiAntonio RussoGioacchino TedeschiRoberto TagliaferriFabrizio Esposito,2019,Springer
208,"Data aggregation processes: a survey, a taxonomy, and design guidelines",Simin CaiBarbara GallinaDag NyströmCristina Seceleanu,2019,Springer
209,Using structural decomposition and refinements for deep modeling of software architectures,Georg Hinkel,2019,Springer
210,Stereotype Threat and Gender Differences in Biology,Gita TaasoobshiraziChristina PuckettGwen Marchand,2019,Springer
211,IEA: an answerer recommendation approach on stack overflow,Liting WangLi ZhangJing Jiang,2019,Springer
212,Automated program repair: a step towards software automation,Abhik RoychoudhuryYingfei Xiong,2019,Springer
213,A manual inspection of Defects4J bugs and its implications for automatic program repair,Jiajun JiangYingfei XiongXin Xia,2019,Springer
214,Managing confidentiality leaks through private algorithms on Software Guard eXtensions (SGX) enclaves,Kubilay Ahmet KüçükDavid GrawrockAndrew Martin,2019,Springer
215,Development and validation of the Axillary Sweating Daily Diary: a patient-reported outcome measure to assess axillary sweating severity,L. M. NelsonD. DiBenedettiD. M. PariserD. A. GlaserA. A. HebertH. HoflandJ. DrewD. IngoliaK. K. GillardS. Fehnel,2019,Springer
216,Kettlebell training in clinical practice: a scoping review,Neil J. MeighJustin W. L. KeoghBen SchramWayne A. Hing,2019,Springer
217,Software Design Smell Detection: a systematic mapping study,Khalid AlkharabshehYania CrespoEsperanza MansoJosé A. Taboada,2019,Springer
218,A large-scale empirical study of code smells in JavaScript projects,David JohannesFoutse KhomhGiuliano Antoniol,2019,Springer
219,A new weighted naive Bayes method based on information diffusion for software defect prediction,Haijin JiSong HuangYaning WuZhanwei HuiChangyou Zheng,2019,Springer
220,Threshold Extraction Framework for Software Metrics,Mohammed AlqmaseMohammad AlshayebLahouari Ghouti,2019,Springer
221,Assisting software engineering students in analyzing their performance in software development,Mushtaq RazaJoão Pascoal FariaRafael Salazar,2019,Springer
222,In this issue,Rachel Harrison,2019,Springer
223,To var or not to var: how do C# developers use and misuse implicit and explicit typing?,Pierre A. Akiki,2019,Springer
224,Development of virtual reality support to factory layout planning,Liang GongJonatan BerglundÅsa Fast-BerglundBjörn JohanssonZhiping WangTobias Börjesson,2019,Springer
225,Rewriting toward trace coverage analysis of symmetric systems,Flavio M. De PaulaArvind HaranBrad Bingham,2019,Springer
226,Developing a Closed-Loop Water Conservation System at Micro Level Through Circular Economy Approach,Mousumi RoyLassi LinnanenSankha ChakraborttyParimal Pal,2019,Springer
227,Health Education Training Embedded in a Microfinance Platform Associated with Safer Sexual Behavior in Haitian Women,Molly RosenbergReginal JulesMaya LuetkeSina KianersiErik NelsonFlorence Jean-Louis,2019,Springer
228,Traditional Chinese medicine versus regular therapy in Henoch-Schönlein purpura nephritis in children: study protocol for a randomized controlled trial,Ying DingXia ZhangXianqing RenWensheng ZhaiLiyun HeJianping LiuChen YaoShanshan HanLong Wang,2019,Springer
229,In defense of sugar: a critical analysis of rhetorical strategies used in The Sugar Association’s award-winning 1976 public relations campaign,Cristin E. KearnsStanton A. GlantzDorie E. Apollonio,2019,Springer
230,Characterizing industry-academia collaborations in software engineering: evidence from 101 projects,Vahid GarousiDietmar PfahlJoão M. FernandesMichael FeldererMika V. MäntyläDavid ShepherdAndrea ArcuriAhmet CoşkunçayBedir Tekinerdogan,2019,Springer
231,Application of deep learning neural network to identify collision load conditions based on permanent plastic deformation of shell structures,Guorong ChenTiange LiQijun ChenShaofei RenChao WangShaofan Li,2019,Springer
232,Extracting and studying the Logging-Code-Issue- Introducing changes in Java-based large-scale open source software systems,Boyuan ChenZhen Ming (Jack) Jiang,2019,Springer
233,Assessing and optimizing the performance impact of the just-in-time configuration parameters - a case study on PyPy,Yangguang LiZhen Ming (Jack) Jiang,2019,Springer
234,The Android OS stack and its vulnerabilities: an empirical study,Alejandro Mazuera-RozoJairo Bautista-MoraMario Linares-VásquezSandra RuedaGabriele Bavota,2019,Springer
235,An investigation of misunderstanding code patterns in C open-source software projects,Flávio MedeirosGabriel LimaGuilherme AmaralSven ApelChristian KästnerMárcio RibeiroRohit Gheyi,2019,Springer
236,Ontology-based code snippets management in a cloud environment,Jianjun ShiWeixing JiZhiwei GaoYujin GaoYizhuo WangXinyi LiaoFeng Shi,2019,Springer
237,A comprehensive study on APT attacks and countermeasures for future networks and communications: challenges and solutions,Saurabh SinghPradip Kumar SharmaSeo Yeon MoonDaesung MoonJong Hyuk Park,2019,Springer
238,Removing redundant multiplicity constraints in UML class models,Mira BalabanAzzam Maraee,2019,Springer
239,Catalog of energy patterns for mobile applications,Luis CruzRui Abreu,2019,Springer
240,Critiquing the Concept of BCI Illiteracy,Margaret C. Thompson,2019,Springer
241,Interventions to Prevent and Reduce Burnout Among Undergraduate and Graduate Medical Education Trainees: a Systematic Review,Anne L. WalshSusan LehmannJeffrey ZabinskiMaria TruskeyTaylor PurvisNeda F. GouldSusan StagnoMargaret S. Chisolm,2019,Springer
242,Reflections on the Impact of Race and Ethnicity on Juvenile Court Outcomes and Efforts to Enact Change,Michael J. LeiberRebecca Fix,2019,Springer
243,Secure data processing for IoT middleware systems,Gbadebo AyoadeAmir El-GhamryVishal KarandeLatifur KhanMohammed AlrahmawyMagdi Zakria Rashad,2019,Springer
244,Software quality assessment model: a systematic mapping study,Meng YanXin XiaXiaohong ZhangLing XuDan YangShanping Li,2019,Springer
245,The role of WhatsApp® in medical education; a scoping review and instructional design model,E. ColemanE. O’Connor,2019,Springer
246,Distributed denial of service attack defence simulation based on honeynet technology,Xiaoying WangNa GuoFangping GaoJilin Feng,2019,Springer
247,Promotions as competitive reactions to recalls and their consequences,Chen ZhouShrihari SridharRafael Becerril-ArreolaTony Haitao CuiYan Dong,2019,Springer
248,Analysis of Using Mixed Reality Simulations for Incremental Development of Multi-UAV Systems,Martin SeleckýJan FaiglMilan Rollo,2019,Springer
249,Heterogeneous Computing Utilizing FPGAs,Marc ReichenbachPhilipp HolzingerKonrad HäubleinTobias LieskePaul BlinzerDietmar Fey,2019,Springer
250,Selecting Monitoring Variables in the Manual Composting of Municipal Solid Waste Based on Principal Component Analysis,Juan F. SaldarriagaJorge L. GallegoJulian E. LópezRoberto AguadoMartin Olazar,2019,Springer
251,Return to the operating room after patellofemoral arthroplasty versus total knee arthroplasty for isolated patellofemoral arthritis—a systematic review,Colin Y. L. WoonAlexander B. ChristRie GotoKate ShanaghanBeth E. Shubin SteinAlejandro Gonzalez Della Valle,2019,Springer
252,"Control of MSSA and MRSA in the United States: protocols, policies, risk adjustment and excuses",Kevin T. Kavanagh,2019,Springer
253,Informal carers’ experience of assistive technology use in dementia care at home: a systematic review,Vimal SriramCrispin JenkinsonMichele Peters,2019,Springer
254,Understanding automated and human-based technical debt identification approaches-a two-phase study,Rodrigo O. SpínolaNico ZazworkaAntonio VetroForrest ShullCarolyn Seaman,2019,Springer
255,An integrated metamodel-based approach to software model refactoring,Mohammed MisbhauddinMohammad Alshayeb,2019,Springer
256,Performance of Maintainability Index prediction models: a feature selection based study,B. Ramachandra ReddyAparajita Ojha,2019,Springer
257,Improving web service interfaces modularity using multi-objective optimization,Sabrine BoukharataAli OuniMarouane KessentiniSalah BouktifHanzhang Wang,2019,Springer
258,Mock objects for testing java systems,Davide SpadiniMaurício AnicheMagiel BruntinkAlberto Bacchelli,2019,Springer
259,Differences between a static and a dynamic test-to-code traceability recovery method,Tamás GergelyGergő BaloghFerenc HorváthBéla VancsicsÁrpád BeszédesTibor Gyimóthy,2019,Springer
260,Discovering community patterns in open-source: a systematic approach and its evaluation,Damian A. TamburriFabio PalombaAlexander SerebrenikAndy Zaidman,2019,Springer
261,Securing Data Center Against Power Attacks,Rajesh JSChidhambaranathan RajamanikkamKoushik ChakrabortySanghamitra Roy,2019,Springer
262,Change impact analysis for maintenance and evolution of variable software systems,Florian AngererAndreas GrimmerHerbert PrähoferPaul Grünbacher,2019,Springer
263,Handling index-out-of-bounds in safety-critical embedded C code using model-based development,Gunter Blache,2019,Springer
264,MITIGATE: a dynamic supply chain cyber risk assessment methodology,Stefan SchauerNineta PolemiHaralambos Mouratidis,2019,Springer
265,Ranking Dublin Core descriptor lists from user interactions: a case study with Dublin Core Terms using the Dendro platform,João Rocha da SilvaCristina RibeiroJoão Correia Lopes,2019,Springer
266,Efficient verification of concurrent systems using local-analysis-based approximations and SAT solving,Pedro AntoninoThomas Gibson-RobinsonA. W. Roscoe,2019,Springer
267,Modelling the Enablers of Workforce Agility in IoT Projects: A TISM Approach,Madhukar PatilM. Suresh,2019,Springer
268,Secure Remote User Mutual Authentication Scheme with Key Agreement for Cloud Environment,Marimuthu KaruppiahAshok Kumar DasXiong LiSaru KumariFan WuShehzad Ashraf ChaudhryR. Niranchana,2019,Springer
269,One-minute time interval estimation as a novel ultrashort tool for distress screening,Nikolay Vladimirov ConevIvan Shterev DonevDragomir Svetozarov Stoyanov,2019,Springer
270,Enforcing fine-grained access control for secure collaborative modelling using bidirectional transformations,Csaba DebreceniGábor BergmannIstván RáthDániel Varró,2019,Springer
271,Economic Optimization of the Modular Structure of Complex Objects,O. N. DmitrievS. V. Novikov,2019,Springer
272,The process of solving problems with self-service technologies: a study from the user’s perspective,Alireza NiliMary TateDavid Johnstone,2019,Springer
273,"Forest Ecosystem Services and Local Communities: Towards a Possible Solution to Reduce Forest Dependence in Bach Ma National Park, Vietnam",Nguyen Thi HongIzuru Saizen,2019,Springer
274,"Synthesis, characterization and application of gelatin–carboxymethyl cellulose blend films for preservation of cherry tomatoes and grapes",Mimi Syakila SamsiAzlan KamariShahrulnizahana Mohammad DinGabriel Lazar,2019,Springer
275,Barriers that limit the implementation of thermal fogging for the control of dengue in Colombia: a study of mixed methods,Andrés F. UsugaLina M. Zuluaga-IdárragaNatalia AlvarezRaúl RojoEnrique HenaoGuillermo L. Rúa-Uribe,2019,Springer
276,Verifying big data topologies by-design: a semi-automated approach,Marcello M. BersaniFrancesco MarconiDamian A. TamburriAndrea NodariPooyan Jamshidi,2019,Springer
277,An Educational Review About Using Cost Data for the Purpose of Cost-Effectiveness Analysis,Matthew FranklinJames LomasSimon WalkerTracey Young,2019,Springer
278,"Assessment of risk factors and isolation of Staphylococcus aureus and Escherichia coli from bovine subclinical mastitic milk in and around Gondar, Northwest Ethiopia",Amare BihonAshenafi SyoumAyalew Assefa,2019,Springer
279,Prognostic models based on imaging findings in glioblastoma: Human versus Machine,David Molina-GarcíaLuis Vera-RamírezJulián Pérez-BetetaEstanislao AranaVíctor M. Pérez-García,2019,Springer
280,Design of a Secure Three-Factor Authentication Scheme for Smart Healthcare,Km. RenukaSaru KumariXiong Li,2019,Springer
281,Model clone detection for rule-based model transformation languages,Daniel StrüberVlad AcreţoaieJennifer Plöger,2019,Springer
282,Knowledge-based security testing of web applications by logic programming,Philipp ZechMichael FeldererRuth Breu,2019,Springer
283,Stress-testing remote model querying APIs for relational and graph-based stores,Antonio Garcia-DominguezKonstantinos BarmpisDimitrios S. KolovosRan WeiRichard F. Paige,2019,Springer
284,A survey of blockchain from security perspective,Dipankar DasguptaJohn M. ShreinKishor Datta Gupta,2019,Springer
285,Assessing the Causal Effect of Curbside Collection on Recycling Behavior in a Non-randomized Experiment with Self-reported Outcome,Henning BestThorsten Kneip,2019,Springer
286,Using the ACAT Framework to Evaluate the Design of Two Geometry Apps: an Exploratory Study,Kevin LarkinUlrich KortenkampSilke LadelHeiko Etzold,2019,Springer
287,"Profiling the best-performing community medicine distributors for mass drug administration: a comprehensive, data-driven analysis of treatment for schistosomiasis, lymphatic filariasis, and soil-transmitted helminths in Uganda",Goylette F. ChamiNarcis B. KabatereineEdridah M. Tukahebwa,2019,Springer
288,Management strategies for banana Xanthomonas wilt in Rwanda include mixing indigenous and improved cultivars,Florence UwamahoroAnna BerlinHelena BylundCharles BucaguJonathan Yuen,2019,Springer
289,"EPSM 2018, Engineering and Physical Sciences in Medicine",,2019,Springer
290,On the proposal and evaluation of a benchmark-based threshold derivation method,Gustavo ValeEduardo FernandesEduardo Figueiredo,2019,Springer
291,A study examining relationships between micro patterns and security vulnerabilities,Kazi Zakia SultanaByron J. WilliamsTanmay Bhowmik,2019,Springer
292,Code coverage differences of Java bytecode and source code instrumentation tools,Ferenc HorváthTamás GergelyÁrpád BeszédesDávid TengeriGergő BaloghTibor Gyimóthy,2019,Springer
293,Exploring the suitability of source code metrics for indicating architectural inconsistencies,Jörg LenhardMartin BlomSebastian Herold,2019,Springer
294,Usability improvement through A/B testing and refactoring,Sergio FirmenichAlejandra GarridoJulián GrigeraJosé Matías RiveroGustavo Rossi,2019,Springer
295,Lean and Green Manufacturing—a Review on its Applications and Impacts,Wei Dong LeongHon Loong LamWendy Pei Qin NgChun Hsion LimChee Pin TanSivalinga Govinda Ponnambalam,2019,Springer
296,Modular based flexible digital twin for factory design,Jiapeng GuoNing ZhaoLin SunSaipeng Zhang,2019,Springer
297,“The sun keeps rising but darkness surrounds us”: a qualitative exploration of the lived experiences of women with obstetric fistula in Ethiopia,Misganaw AnimutAbebe MamoLakew AbebeMillion Abera BerheShifera AsfawZewdie Birhanu,2019,Springer
298,Redundancy-free analysis of multi-revision software artifacts,Carol V. AlexandruSebastiano PanichellaSebastian ProkschHarald C. Gall,2019,Springer
299,Querying distilled code changes to extract executable transformations,Reinout StevensTim MolderezCoen De Roover,2019,Springer
300,RETRACTED ARTICLE: Thermal power generation fault diagnosis and prediction model based on deep learning and multimedia systems,Fei ChenZhongguang FuLing Zhen,2019,Springer
301,Programmers do not favor lambda expressions for concurrent object-oriented code,Sebastian NielebockRobert HeumüllerFrank Ortmeier,2019,Springer
302,DataMock: An Agile Approach for Building Data Models from User Interface Mockups,José Matías RiveroJulián GrigeraDamiano DistanteFrancisco MonteroGustavo Rossi,2019,Springer
303,"Introduction to the special issue on software analysis, evolution, and reengineering",Gabriele BavotaAndrian Marcus,2019,Springer
304,Precision medicine review: rare driver mutations and their biophysical classification,Ruth NussinovHyunbum JangChung-Jung TsaiFeixiong Cheng,2019,Springer
305,Lessons learned from developing mbeddr: a case study in language engineering with MPS,Markus VoelterBernd KolbTamás SzabóDaniel RatiuArie van Deursen,2019,Springer
306,"Rigid-flexible coupling virtual prototyping-based approach to the failure mode, effects, and criticality analysis",Bin HeHaojun XueLilan LiuQijun PanWen TangEgon Ostrosi,2019,Springer
307,Exploiting Repositories in Mobile Software Ecosystems from a Governance Perspective,Awdren de Lima FontãoRodrigo Pereira dos SantosArilo Claudio Dias-Neto,2019,Springer
308,"Community perception and knowledge of cystic echinococcosis in the High Atlas Mountains, Morocco",Séverine ThysHamid SahibiSarah GabriëlTarik RahaliPierre LefèvreAbdelkbir RhalemTanguy MarcottyMarleen BoelaertPierre Dorny,2019,Springer
309,ExoMars Atmospheric Mars Entry and Landing Investigations and Analysis (AMELIA),Francesca FerriÖzgür KaratekinStephen R. LewisFrançois ForgetAlessio AboudanGiacomo ColombattiCarlo BettaniniStefano DebeiBart Van HoveVeronique DehantAri-Matti HarriMark LeeseTeemu MäkinenEhouarn MillourIngo Muller-WodargGian Gabriele Ori,2019,Springer
